mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0015491962432861329,0.0004990324101054323,0.0011730670928955078,8.763229175844321e-05,1,linear,"{'C': 1, 'kernel': 'linear'}",0.875,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,0.045643546458763846,1
0.0013994693756103516,0.00034260971809257337,0.0012752532958984375,0.0001337579991364098,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.8333333333333334,0.9583333333333334,0.9166666666666666,1.0,0.9583333333333334,0.9333333333333333,0.05651941652604389,6
0.0010953903198242187,0.00020909527415375253,0.0013186931610107422,0.00035387373480458913,5,linear,"{'C': 5, 'kernel': 'linear'}",0.875,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,0.045643546458763846,1
0.0012500286102294922,0.00011505627099531758,0.0012035846710205078,0.0001121958822309015,5,rbf,"{'C': 5, 'kernel': 'rbf'}",0.875,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.95,0.04082482904638631,5
0.001191854476928711,6.53847902432502e-05,0.0010702133178710938,9.795126646904568e-05,10,linear,"{'C': 10, 'kernel': 'linear'}",0.875,1.0,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,0.045643546458763846,1
0.0010756492614746095,0.00019113918603720067,0.001197957992553711,0.0003332411064860407,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.9166666666666666,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.9583333333333334,0.026352313834736508,1
